text,og_label,LABEL
"I get frequent urges to urinate at night with little output, and a lot of pain during urination. The urine is coludy and bloody and sometime foul smelling, and I get nauseous",urinary tract infection,Infections
I get a burning sensation when I pee. Sometimes a lot of pain and foul smelling urine. I have been getting more urges to urinate at night,urinary tract infection,Infections
I have been getting blood in my pee. Sometimes I get nauseous while peeing. This often almost coincides with me having a high temperature,urinary tract infection,Infections
"My pee looks cloudy and has storng and foul smell. I frequently get an urge to urinate at night, and have been getting high temperatures since these symptoms strted showing",urinary tract infection,Infections
"I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell",urinary tract infection,Infections
"I have been frequently getting sudden strong urges to pee. There is blood in my pee sometimes and it is very foul smelling. I think I have an infection, what do I do?",urinary tract infection,Infections
"I get blood in my pee sometimes and sometimes get nauseous whie peeing. I also have a bad smell in my pee and sometimes get high temperatures at nights, help me",urinary tract infection,Infections
"I have pain in my lower abdomen, and get a buring sensation in my pee. I also have been getting low temperatures since I started to get these other symptoms. I have been weak because of this",urinary tract infection,Infections
There is blood in my urine and I have a low fever. My head hurts almost all the time and I get very strong uncontrollable urges to pee. I have been having pain in lower back also ,urinary tract infection,Infections
I have been having low temperatures and bloody pee since some days now. My head hurts like crazy and pee also smells very foul. I have almost no control on my peeing and get very sudden urges,urinary tract infection,Infections
I have pain near my pelvic region and vomit a lot. Sometimes there is blood in my pee and there is almost a very foul smell in my urine.I sometimes get headches and have trouble sleeping due to this,urinary tract infection,Infections
"I have to constantly to go the bathroom to relieve myself, but cant seem to empty my bladder. I get these very strong and uncontrollable urges to pee and sometimes get dark or bloody pee",urinary tract infection,Infections
I been having very low temperatues and a very foul smelling pee. The area near my kidneys hurt a lot and I cant seem to hold my pee. I often get these uncontrollable urges,urinary tract infection,Infections
"I have to go the bathroom all the time, but the urine output is very low often just a few drops. My stomach hurts a lot and and cant seem to be able to control my urges to pee",urinary tract infection,Infections
My is pee is dark and often bloody and often has a very unfathomable smell. I have been having temperature fluctuations pretty frequently and often am not able to sleep at night because of this,urinary tract infection,Infections
I have been having pain in my bladder and have been getting ,urinary tract infection,Infections
I have been urinating with blood in it. I occasionally feel queasy when urinating. I frequently almost have a fever at the same time.,urinary tract infection,Infections
"My pee has a strong, unpleasant scent and a hazy appearance. Since these symptoms started appearing, I regularly feel the desire to urinate at night and have been experiencing high temperatures",urinary tract infection,Infections
"My stomach hurts, and I frequently acquire a temperature. I experience sudden, intense cravings to urinate. The discomfort is virtually always there and frequently gets worse at night. My pee nearly always smells bad.",urinary tract infection,Infections
"I've been experiencing frequent, intense, abrupt cravings to urinate. Sometimes I get blood in my pee, and it smells awful. What should I do if I believe I have an infection?",urinary tract infection,Infections
I occasionally urinate with blood in it and occasionally feel queasy while doing so. Help! I also occasionally get high temps at night and have a terrible odour coming from my pee.,urinary tract infection,Infections
"I have lower abdominal ache and a bursting sensation when I urinate. Since I began to experience these additional symptoms, I have also been experiencing low body temperatures. I've been weak as a result of this.",urinary tract infection,Infections
"I have a mild temperature and blood in my pee. My head hurts almost constantly, and I frequently experience severe, involuntary desires to urinate. Additionally, I've been experiencing lower back ache",urinary tract infection,Infections
"Since a few days ago, I've been experiencing low temperatures and bloody urination. My head is in excruciating pain, and my urine smells awful. I can hardly control when I urinate, and the impulses come on suddenly.",urinary tract infection,Infections
"I frequently vomit and get discomfort at my pelvic area. My urine occasionally smells almost unbearably bad, and there is occasionally blood in it. Because of my headaches at times, I have problems falling asleep.",urinary tract infection,Infections
"I have to use the restroom frequently to relieve myself, but I can't seem to get my bladder empty. I occasionally get severe, uncontrolled desires to urinate, as well as black or crimson urine.",urinary tract infection,Infections
"I've been experiencing really low moods and very bad urine odour. I can't seem to keep my urine back, and the area near my kidneys hurts a lot. I frequently experience these irrational cravings.",urinary tract infection,Infections
"I have to use the restroom frequently, yet only a few drops of pee are usually produced. My stomach aches a lot, and I can't seem to control the desire to urinate.",urinary tract infection,Infections
"My urine is frequently black, red, and has a really strange odour. I have been experiencing temperature changes very regularly, which usually prevents me from sleeping at night.",urinary tract infection,Infections
Blood has been found in my urination. I sometimes have nausea when urinating. I regularly feel like I'm almost feverish.,urinary tract infection,Infections
My pee smells strongly and is cloudy in appearance. I've had high temperatures and a regular urge to urinate at night since these symptoms first materialised.,urinary tract infection,Infections
"I've been having frequent, strong, sudden urges to urinate. I occasionally urinate with blood in it, and the stench is horrible. What ought I to do if I think I'm infected?",urinary tract infection,Infections
"On rare occasions, I pee with blood in it and have mild nausea. Help! I also occasionally experience high nighttime temperatures and a dreadful urine odour.",urinary tract infection,Infections
"My lower abdomen hurts, and when I urinate, it feels like it's exploding. I've been having low body temps ever since I started having these new symptoms. Because of this, I've been weak.",urinary tract infection,Infections
"Blood is in my pee, and I have a low body temperature. I have practically continual headaches and often strong, uncontrollable need to urinate. In addition, I've started having lower back pain.",urinary tract infection,Infections
"I've had low temps and bloody urine for the past four days. My pee smells terrible, and my head hurts like hell. I scarcely have any control over when I urinate, and the urges strike without warning.",urinary tract infection,Infections
"I regularly vomit and get pelvic pain. There is occasionally blood in my pee, and it occasionally has an absolutely intolerable odour. I occasionally have trouble falling asleep because of my migraines.",urinary tract infection,Infections
"I need to relieve myself regularly, but I can't seem to get my bladder to empty. On sometimes, I get intense, uncontrollable urges to urinate, along with dark or red urine.",urinary tract infection,Infections
"My spirits have been incredibly low, and my pee smells awful. My kidney region hurts a lot, and I can't seem to hold my urine in. I get these unreasonable urges all the time.",urinary tract infection,Infections
"I have to go to the bathroom a lot, but generally only a few drops of urine come out. I have severe stomach pains and an overwhelming want to urinate.",urinary tract infection,Infections
"My urine often has a weird odour, is crimson or black in colour, and both. My body's temperature has been fluctuating often, which typically keeps me up at night.",urinary tract infection,Infections
I noticed blood in my urinating. I occasionally feel sick after urinating. I frequently feel as though I have a fever.,urinary tract infection,Infections
"My pee has a strong odour and a hazy look. Since these symptoms started, I've had high temperatures and frequent nighttime urges to urinate.",urinary tract infection,Infections
I occasionally urinate with blood in it and feel a little queasy. Help! I also occasionally get horrible pee odours and excessive overnight temps.,urinary tract infection,Infections
"My lower abdomen aches, and it feels like it may explode when I urinate. Since I began experiencing these new symptoms, my body temperature has been consistently low. That's why I've been weak.",urinary tract infection,Infections
"In the last four days, I've experienced low temperatures and blood in my pee. My head hurts so much and my urine smells awful. The desires to urinate seldom come on cue, and I hardly ever have any control over when they do.",urinary tract infection,Infections
"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night.",urinary tract infection,Infections
My pee smells strongly and seems cloudy. I've had fevers and frequent overnight urination needs ever since these symptoms began.,urinary tract infection,Infections
"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. Urinary urges seldom occur on cue, and I almost never have any control over when they do.",urinary tract infection,Infections
"I have a runny nose and I am sneezing all the time. My eyes are itchy and often watery, and I am coughing all the time. My head hurts and all the time",allergy,Allergic/Immunologic Reactions
I have sore throat and I am sneezing all the time. Sometimes I have swelling on my face like my lips and near my eyes. I just cant stop sneezing once I start sneezing,allergy,Allergic/Immunologic Reactions
I hace difficulty in breething and shortness of breath. I cough uncontrollably and get itchy eyes and swelling on my face and other body parts,allergy,Allergic/Immunologic Reactions
I have a nasal congestion and blocked nose. Sometimes at night I have chest pain and tightness. I have also lost my sense of smell and taste,allergy,Allergic/Immunologic Reactions
I have asthma like symptoms like wheezing and difficulty breathing. I often get fever and have headaches. I feel tired all the time,allergy,Allergic/Immunologic Reactions
"I feel tired all the time, I have lost my taste and have a really sore throat. I also get feverish and often have muscle aches. Sometimes my whole body just cramps up",allergy,Allergic/Immunologic Reactions
I have been experiencing a loss of appetite and have difficulty swallowing food. I have been suffering from sore throat and runnny nose also.,allergy,Allergic/Immunologic Reactions
"I feel fatigued all the time, and have a tingling sensation in my throat. I have also developed flaky skin. Sometimes I get puffy eyes and sometimes puffs up too.",allergy,Allergic/Immunologic Reactions
"I have stomach cramps, nausea and diarrhea. My throat is swollen, and I have difficulty breathing. Sometimes at night night I get chest pain and nauseous.",allergy,Allergic/Immunologic Reactions
I have itchy and red skin. Sometimes these result in flaking. My face and lips puff up and causes a lot of inconvinience. I get watery eyes sometimes and headches when the puffing gets severe,allergy,Allergic/Immunologic Reactions
"I often sneeze and have a runny nose. My eyes are scratchy and frequently runny, and I frequently cough. My head hurts constantly.",allergy,Allergic/Immunologic Reactions
"I often sneeze and have a sore throat. My lips and the area around my eyes occasionally swell. Once I start sneezing, I just can't stop.",allergy,Allergic/Immunologic Reactions
"I have trouble breathing and get short of breath. I have a dry, hacking cough, itchy eyes, and swelling all over my face and body.",allergy,Allergic/Immunologic Reactions
I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort at night. I've also lost my ability to taste and smell.,allergy,Allergic/Immunologic Reactions
"I get symptoms of asthma, such as wheezing and breathing problems. I frequently have headaches and fever. All the time, I feel exhausted.",allergy,Allergic/Immunologic Reactions
"I always feel exhausted, have bad taste, and have an extremely scratchy throat. I also have muscular pain and heat. My entire body simply cramps up occasionally.",allergy,Allergic/Immunologic Reactions
"I've been losing my appetite, and I also have trouble swallowing. My nose has been running, and I have a sore throat.",allergy,Allergic/Immunologic Reactions
I'm always worn out and experiencing a tingle in my throat. I've also started to have dry skin. My eyes occasionally swell up,allergy,Allergic/Immunologic Reactions
"I feel queasy, nauseous, and dizzy. I have a swelling throat and am having breathing issues. I occasionally have chest discomfort and nausea at night.",allergy,Allergic/Immunologic Reactions
"My skin is red and scratchy. These can occasionally flake. My cheeks and lips swell, which is really annoying. I occasionally have headaches and runny eyes because to the puffing.",allergy,Allergic/Immunologic Reactions
"I frequently sneeze, and my nose runs. I constantly cough, and my eyes are sore and watery. My head hurts all the time.",allergy,Allergic/Immunologic Reactions
I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just can't stop sneezing once I get going.,allergy,Allergic/Immunologic Reactions
"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough.",allergy,Allergic/Immunologic Reactions
"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. Additionally, I've lost my senses of taste and smell.",allergy,Allergic/Immunologic Reactions
"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I constantly feel worn out.",allergy,Allergic/Immunologic Reactions
"I always feel worn out, have unpleasant taste in my mouth, and have a really itchy throat. My muscles are also hot and hurting. Sometimes my whole body just cramps up.",allergy,Allergic/Immunologic Reactions
"Along with losing my appetite, I've been having swallowing issues. I have a sore throat, and my nose has been running.",allergy,Allergic/Immunologic Reactions
I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.,allergy,Allergic/Immunologic Reactions
"I'm dizzy, nauseated, and shaky. I'm having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick.",allergy,Allergic/Immunologic Reactions
"My skin is irritated and inflamed. Sometimes, they can flake. My lips and cheeks expand, and it is really unpleasant. Because of the puffing, I occasionally have headaches and wet eyes.",allergy,Allergic/Immunologic Reactions
"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly.",allergy,Allergic/Immunologic Reactions
"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just can't stop sneezing.",allergy,Allergic/Immunologic Reactions
"I have breathing problems and become out of breath easily. My eyes ache, I have a dry, hacking cough, and my face and body are bloated.",allergy,Allergic/Immunologic Reactions
I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I've also lost my ability to smell and taste.,allergy,Allergic/Immunologic Reactions
"I get wheezing and breathing difficulties, which are asthma symptoms. I frequently have headaches and fever. I'm continuously exhausted.",allergy,Allergic/Immunologic Reactions
"I always feel exhausted, have a bad taste in my mouth, and my throat itches a lot. Also heated and painful are my muscles. My entire body can cramp up at times.",allergy,Allergic/Immunologic Reactions
"I've been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat.",allergy,Allergic/Immunologic Reactions
I always get a tickle in my throat and feel fatigued. My skin has begun to feel dry as well. I have ocular edema on occasion.,allergy,Allergic/Immunologic Reactions
"I feel queasy, sick, and wobbly. My throat is enlarged and making it difficult for me to breathe. My chest occasionally pains all through the night, and I occasionally feel ill.",allergy,Allergic/Immunologic Reactions
My skin is swollen and itchy. They may occasionally flake. It hurts a lot when my cheeks and lips swell. I occasionally get headaches and watery eyes from the puffing.,allergy,Allergic/Immunologic Reactions
"I sneeze a lot and my nose is running. My eyes ache and are damp, and I frequently croak. My head hurts all the time.",allergy,Allergic/Immunologic Reactions
"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.",allergy,Allergic/Immunologic Reactions
"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough.",allergy,Allergic/Immunologic Reactions
"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. I've also lost my senses of taste and smell.",allergy,Allergic/Immunologic Reactions
"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I'm always worn out.",allergy,Allergic/Immunologic Reactions
"I frequently have exhaustion, a terrible taste in my mouth, and throat itchiness. My muscles are also burning and uncomfortable. Sometimes I have cramps all throughout my body.",allergy,Allergic/Immunologic Reactions
"My appetite has decreased, and I've been having swallowing issues. I have a sore throat, and my nose has been running.",allergy,Allergic/Immunologic Reactions
"My throat always tickles, and I'm worn out. Additionally, my skin has started to feel dry. Ocular inflammation occasionally affects me.",allergy,Allergic/Immunologic Reactions
"I'm nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness.",allergy,Allergic/Immunologic Reactions
"My skin is itching and swollen. Sometimes, they could flake. My lips and cheeks swelling aches a lot. The puffing occasionally gives me headaches and runny eyes.",allergy,Allergic/Immunologic Reactions
I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this,gastroesophageal reflux disease,Gastrointestinal Conditions
"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat",gastroesophageal reflux disease,Gastrointestinal Conditions
"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out",gastroesophageal reflux disease,Gastrointestinal Conditions
I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux,gastroesophageal reflux disease,Gastrointestinal Conditions
"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me.",gastroesophageal reflux disease,Gastrointestinal Conditions
"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I don't feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up.",gastroesophageal reflux disease,Gastrointestinal Conditions
"After eating, I get queasy and frequently throw up everything I've eaten. I always get severe abdominal ache and have terrible acid reflux.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth.",gastroesophageal reflux disease,Gastrointestinal Conditions
" regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling.",gastroesophageal reflux disease,Gastrointestinal Conditions
I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.,gastroesophageal reflux disease,Gastrointestinal Conditions
My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up.,gastroesophageal reflux disease,Gastrointestinal Conditions
I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain.,gastroesophageal reflux disease,Gastrointestinal Conditions
"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have indigestion and heartburn. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.",gastroesophageal reflux disease,Gastrointestinal Conditions
"My tendency is to belch and burp frequently. I frequently get chest pain that spreads to my arm, jaw, and the back of my neck. There is pressure and stress in my chest.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Periodically, the tingling in my throat, poor breath, and bad taste in my mouth make it difficult for me to swallow meals.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I routinely experience heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lean forward or lie down, my chest discomfort becomes worse. My chest hurts a lot as well.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I don't feel like eating, and swallowing is challenging. Even after little meals, I frequently get this lingering sensation of fullness. My normal symptoms include nausea, heartburn, and tingling in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I regularly wake up with a scratchy voice or a sore throat. My throat is constantly irritated, and I have horrible breath. I frequently throw up.",gastroesophageal reflux disease,Gastrointestinal Conditions
"It feels like food or acid is backing up in my throat. My chest discomfort only becomes worse while I'm lying down. After eating, I frequently have heartburn or indigestion and throw up.",gastroesophageal reflux disease,Gastrointestinal Conditions
"After eating, I frequently feel unwell and throw up the entire meal. I suffer from painful acid reflux and excruciating stomach discomfort all the time.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Especially after eating, my throat frequently feels scorching. I occasionally get a bitter or sour aftertaste that makes me feel sick.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have heartburn and indigestion. I regularly throw up everything I eat, and swallowing is difficult for me since food gets stuck in my throat. I'm experiencing pain in my upper abdomen.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a tendency to burp and belch regularly. I often get chest discomfort that radiates to my arm, jaw, and neck. My chest feels tight and stressed.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I always get a sour taste in my mouth, even when I don't have anything acidic in my stomach. I regularly have the hiccups and a knot in my throat.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I occasionally have trouble swallowing food because of the tingling in my throat, terrible breath, and bad taste in my mouth.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I frequently have indigestion and heartburn, especially after eating spicy or fatty foods. My chest hurts when I lean forward or while I'm lying down. Additionally, my chest hurts a lot.",gastroesophageal reflux disease,Gastrointestinal Conditions
I regularly feel sick after eating and puke up the entire meal. I constantly get horrible acid reflux agony and stomach discomfort.,gastroesophageal reflux disease,Gastrointestinal Conditions
"My throat often feels like it's on fire, especially after eating. I occasionally get an aftertaste that is sour or bitter and makes me feel nauseous.",gastroesophageal reflux disease,Gastrointestinal Conditions
"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have a lump in my throat and the hiccups.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling.",gastroesophageal reflux disease,Gastrointestinal Conditions
"I have a metallic taste in my mouth, and also have a sense of change of taste and smell. Sometimes get very unbearable joint pain and muscle pain",drug reaction,Allergic/Immunologic Reactions
"I have headaches and migraines, have been having difficulty sleeping. I have been having muscle twitching and tremors. Sometimes I get lightheaded",drug reaction,Allergic/Immunologic Reactions
I have fever and feel very dizzy and lightheaded. My heart is beating very fast and I feel very confused. I am not able to think very clearing and everything feels very foggy,drug reaction,Allergic/Immunologic Reactions
I have rashes on my skin and these flake off from time to time. This leaves me prone to infection. My fingers start twitching and sometimes I experience tremors.,drug reaction,Allergic/Immunologic Reactions
I feel very nauseous and have chest pain. Recently I have been experiencing chest pain. I feel very uneasy and often sweat profusely,drug reaction,Allergic/Immunologic Reactions
"I have itching all over my body, and rashes in my chest and back. I get flaky skin from time to time and often this leaves marks on my body.",drug reaction,Allergic/Immunologic Reactions
I have hair loss and there is a significant change in the texture of my hair. I have  dry and itchy sclap and increased dandruff. My skin is also getting very dry,drug reaction,Allergic/Immunologic Reactions
I am experiencing a decrease in my sex drive and difficulty to fucntion sexually. I feel very light headed and confused and often experince brain fog,drug reaction,Allergic/Immunologic Reactions
I am experiencing changes in my menstrual cycle and unexpected vaginal discharge. I often get mood swings and feel agitated from time to time,drug reaction,Allergic/Immunologic Reactions
I have experinenced significant weight gain and become very obese. I have changes in my appetite and cravings for different foods,drug reaction,Allergic/Immunologic Reactions
I have difficulty in maintianing concentration and very low mental clarity. I often forget things and in general have difficulty remembering things,drug reaction,Allergic/Immunologic Reactions
"In addition to experiencing a change in taste and fragrance, I also have a metallic aftertaste in my tongue. occasionally get excruciating joint and muscular pain",drug reaction,Allergic/Immunologic Reactions
"I suffer migraines and headaches, and I've been having trouble falling asleep. My muscles have been trembling and twitching. I sometimes feel dizzy.",drug reaction,Allergic/Immunologic Reactions
"I'm feeling really lightheaded and dizzy when I have a temperature. My mind is completely muddled, and my heart is racing. I find it difficult to think clearly, and everything seems quite hazy.",drug reaction,Allergic/Immunologic Reactions
"My skin occasionally peels off the rashes that I have. This makes me more vulnerable to infections. My hands begin to shake, and occasionally I have tremors.",drug reaction,Allergic/Immunologic Reactions
I have severe nausea and chest discomfort. I have been having chest discomfort lately. I often shiver a lot and feel really nervous.,drug reaction,Allergic/Immunologic Reactions
"I have rashes in my chest and back and itch all over my body. I occasionally have flaky skin, which frequently creates markings on my body.",drug reaction,Allergic/Immunologic Reactions
"My hair's texture has significantly changed, and I'm experiencing hair loss. My scalp is dry and itching, and my dandruff is becoming worse. My skin is also becoming really dry.",drug reaction,Allergic/Immunologic Reactions
"My sex desire has decreased, and I'm finding it harder to function sexually. I regularly have brain fog and feel quite dizzy and disoriented.",drug reaction,Allergic/Immunologic Reactions
"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I frequently experience mood swings and experience occasional agitation.",drug reaction,Allergic/Immunologic Reactions
"I've gained a lot of weight and am now quite fat. My appetite varies, and I have desires for various things.",drug reaction,Allergic/Immunologic Reactions
"I struggle to maintain focus, and my mental clarity is really poor. I have trouble remembering things and frequently forget stuff.",drug reaction,Allergic/Immunologic Reactions
My tongue also has a metallic aftertaste in addition to a change in taste and scent. occasionally get acute muscle and joint ache,drug reaction,Allergic/Immunologic Reactions
"I have headaches and migraines, and I have been having difficulties sleeping. My entire body has been shaking and twitching. Sometimes I become lightheaded.",drug reaction,Allergic/Immunologic Reactions
"When I have a fever, I feel quite woozy and lightheaded. My heart is pounding, and my head is absolutely foggy. My ability to think properly is impaired, and everything appears to be somewhat blurry.",drug reaction,Allergic/Immunologic Reactions
"My rashes occasionally cause my skin to peel off. I'm more susceptible to illnesses as a result. I start to tremble sometimes, and my hands start to shake.",drug reaction,Allergic/Immunologic Reactions
"Both chest pain and extreme nausea are present. Recently, my chest has been hurting. I frequently shiver a lot and am really anxious.",drug reaction,Allergic/Immunologic Reactions
"My body itches all over, and I have rashes on my back and chest. My skin can be flaky on sometimes, which commonly results in body marks.",drug reaction,Allergic/Immunologic Reactions
"I'm losing hair, and my hair's texture has considerably altered. My dandruff is becoming worse, and my dry, itchy scalp. My skin is getting quite dry as well.",drug reaction,Allergic/Immunologic Reactions
"My desire for sex has dropped, and I'm having trouble having sex. I frequently get brain fog, as well as feeling somewhat bewildered.",drug reaction,Allergic/Immunologic Reactions
"I've noticed a difference in my monthly cycle and an unexpected vaginal discharge. I become irritable every now and again, and my moods swing a lot.",drug reaction,Allergic/Immunologic Reactions
I have put on a lot of weight and am now very obese. I have different urges and different appetites.,drug reaction,Allergic/Immunologic Reactions
I have terrible mental clarity and find it difficult to stay focused. I regularly forget things and have problems remembering things.,drug reaction,Allergic/Immunologic Reactions
"Along with a change in taste and smell, my tongue also has a metallic aftertaste. occasionally get severe joint and muscular pain",drug reaction,Allergic/Immunologic Reactions
"I suffer migraines and headaches, and I've been having trouble falling asleep. My whole body has been trembling and shivering. At times, I have dizziness.",drug reaction,Allergic/Immunologic Reactions
"I am quite queasy and dizzy when I have a temperature. My brain is completely cloudy, and my heart is racing. I'm having trouble thinking straight, and everything seems a little fuzzy.",drug reaction,Allergic/Immunologic Reactions
"Sometimes my skin starts to flake off from my rashes. I'm more prone to becoming sick as a result. On occasion, my hands begin to quiver and I begin to tremble.",drug reaction,Allergic/Immunologic Reactions
There is severe nausea and chest discomfort. My chest has been aching lately. I'm really nervous and shiver a lot of the time.,drug reaction,Allergic/Immunologic Reactions
"I have rashes on my back and chest, and my entire body itches. My skin may be dry and flaky at times, which frequently leaves body marks.",drug reaction,Allergic/Immunologic Reactions
